Name,University Name,Age,course,How frequently do you use AI?,Which Generative AI tool do you use?,Should curriculum be modified keeping AI in mind?
Shanaya Das,Univ. Of Delhi,18,arts,Sometimes (At least once a month),DALL-E,No
Ira Kapoor,Univ. Of Delhi,25,science,Often (At least once a week),Others,Yes
Shanaya Sharma,Jadavpur Univ.,18,science,Never,Research Rabbit,No
Ira Pandey,Anna Univ.,22,arts,Often (At least once a week),Bing AI,No
Lakshmi Singh,VIT(Vellore),18,science,Rarely (A few times a semester at most),Bing AI,No
Aarohi Singh,Manipal Univ.,21,science,Sometimes (At least once a month),Elicit,No
Vihaan Desai,IIsc,23,science,Rarely (A few times a semester at most),Research Rabbit,No
Ananya Naidu,Univ. Of Delhi,23,others,Sometimes (At least once a month),Grammarly,No
Aditya Sharma,IIsc,18,arts,Rarely (A few times a semester at most),Bing AI,Yes
Ayaan Rao,Anna Univ.,22,science,Rarely (A few times a semester at most),Bing AI,Yes
Sai Verma,Anna Univ.,20,science,Often (At least once a week),Research Rabbit,No
Arjun Chopra,Univ. Of Delhi,21,science,Often (At least once a week),Research Rabbit,Yes
Lakshmi Bose,Univ. Of Delhi,19,commerce,Often (At least once a week),Elicit,No
Ananya Pandey,Jadavpur Univ.,22,others,Rarely (A few times a semester at most),DALL-E,No
Aadhya Iyer,Anna Univ.,18,others,Sometimes (At least once a month),Elicit,Yes
Sai Singh,IIsc,19,arts,Never,Research Rabbit,No
Saanvi Pandey,Univ. Of Delhi,18,arts,Never,Midjourney,Yes
Aditya Joshi,IIsc,24,others,Sometimes (At least once a month),Research Rabbit,Yes
Pihu Sharma,Anna Univ.,20,commerce,Rarely (A few times a semester at most),Others,Yes
Ayaan Das,Anna Univ.,25,arts,Sometimes (At least once a month),Elicit,Yes
Saanvi Pandey,Univ. Of Delhi,21,others,Often (At least once a week),Research Rabbit,No
Vivaan Joshi,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Midjourney,No
Ananya Kumar,Jadavpur Univ.,21,science,Rarely (A few times a semester at most),Bing AI,Yes
Krishna Singh,Anna Univ.,25,science,Rarely (A few times a semester at most),DALL-E,Yes
Vihaan Das,VIT(Vellore),21,arts,Sometimes (At least once a month),Grammarly,No
Ira Verma,Manipal Univ.,20,science,Never,DALL-E,Yes
Ishaan Verma,IIsc,18,science,Sometimes (At least once a month),Grammarly,No
Vivaan Kumar,Univ. Of Delhi,21,science,Sometimes (At least once a month),DALL-E,No
Reyansh Verma,IIsc,22,others,Often (At least once a week),Midjourney,No
Sai Chopra,Anna Univ.,20,arts,Rarely (A few times a semester at most),Grammarly,Yes
Aarav Kapoor,Anna Univ.,21,science,Often (At least once a week),DALL-E,No
Arjun Naidu,Univ. Of Delhi,18,science,Rarely (A few times a semester at most),ChatGPT,No
Shanaya Gupta,Univ. Of Delhi,25,science,Rarely (A few times a semester at most),Grammarly,No
Aadhya Desai,Jadavpur Univ.,22,commerce,Never,Grammarly,Yes
Lakshmi Patel,Anna Univ.,24,others,Rarely (A few times a semester at most),Midjourney,Yes
Diya Mishra,IIsc,19,others,Sometimes (At least once a month),ChatGPT,Yes
Anika Sharma,Univ. Of Delhi,24,arts,Sometimes (At least once a month),DALL-E,Yes
Aadhya Mishra,IIsc,21,commerce,Often (At least once a week),Research Rabbit,Yes
Saanvi Kapoor,Anna Univ.,25,science,Sometimes (At least once a month),Bing AI,Yes
Lakshmi Gupta,Anna Univ.,24,science,Rarely (A few times a semester at most),Midjourney,Yes
Lakshmi Das,Univ. Of Delhi,22,others,Often (At least once a week),Midjourney,No
Vivaan Kapoor,Univ. Of Delhi,20,commerce,Often (At least once a week),Bing AI,Yes
Shanaya Desai,Jadavpur Univ.,25,commerce,Often (At least once a week),DALL-E,No
Ishaan Pandey,Anna Univ.,19,arts,Rarely (A few times a semester at most),Midjourney,No
Anika Gupta,VIT(Vellore),19,others,Sometimes (At least once a month),Elicit,Yes
Aarav Reddy,Manipal Univ.,25,commerce,Sometimes (At least once a month),Grammarly,Yes
Saanvi Reddy,IIsc,19,arts,Sometimes (At least once a month),Grammarly,Yes
Shanaya Mehta,Univ. Of Delhi,22,others,Sometimes (At least once a month),Bing AI,No
Aarav Chopra,IIsc,23,arts,Often (At least once a week),Grammarly,No
Diya Naidu,Anna Univ.,23,science,Sometimes (At least once a month),ChatGPT,No
Arjun Desai,Anna Univ.,25,science,Rarely (A few times a semester at most),Midjourney,No
Ishaan Verma,Univ. Of Delhi,20,arts,Sometimes (At least once a month),Midjourney,No
Shanaya Gupta,Univ. Of Delhi,23,science,Sometimes (At least once a month),Others,No
Aarav Patel,Jadavpur Univ.,19,science,Rarely (A few times a semester at most),Elicit,No
Ananya Joshi,Anna Univ.,25,science,Never,Others,Yes
Diya Singh,IIsc,20,others,Rarely (A few times a semester at most),Others,Yes
Pihu Nair,Univ. Of Delhi,20,arts,Never,Elicit,Yes
Ira Kumar,IIsc,18,science,Often (At least once a week),DALL-E,No
Krishna Bose,Anna Univ.,19,science,Rarely (A few times a semester at most),Others,Yes
Diya Das,Anna Univ.,24,science,Sometimes (At least once a month),Research Rabbit,No
Aarav Kapoor,Univ. Of Delhi,22,commerce,Rarely (A few times a semester at most),Research Rabbit,No
Vivaan Sharma,Univ. Of Delhi,18,others,Often (At least once a week),Elicit,No
Krishna Singh,Jadavpur Univ.,25,others,Sometimes (At least once a month),Grammarly,Yes
Aarav Bose,Anna Univ.,23,arts,Never,ChatGPT,Yes
Aarohi Patel,VIT(Vellore),22,commerce,Often (At least once a week),Elicit,Yes
Pihu Chopra,Manipal Univ.,18,science,Sometimes (At least once a month),Others,Yes
Saanvi Naidu,IIsc,24,science,Sometimes (At least once a month),Grammarly,No
Ayaan Das,Univ. Of Delhi,21,others,Often (At least once a week),DALL-E,No
Aarohi Bose,IIsc,19,commerce,Never,DALL-E,No
Lakshmi Iyer,Anna Univ.,18,commerce,Often (At least once a week),Others,Yes
Aditya Kapoor,Anna Univ.,25,arts,Never,Research Rabbit,No
Aadhya Patel,Univ. Of Delhi,24,others,Sometimes (At least once a month),Research Rabbit,Yes
Aadhya Naidu,Univ. Of Delhi,25,commerce,Rarely (A few times a semester at most),DALL-E,No
Aditya Nair,Jadavpur Univ.,22,arts,Rarely (A few times a semester at most),Midjourney,Yes
Sai Desai,Anna Univ.,24,others,Sometimes (At least once a month),Grammarly,No
Reyansh Kumar,IIsc,20,arts,Often (At least once a week),Others,No
Vivaan Kumar,Univ. Of Delhi,24,science,Sometimes (At least once a month),Midjourney,Yes
Vivaan Nair,IIsc,25,science,Rarely (A few times a semester at most),Midjourney,Yes
Diya Naidu,Anna Univ.,21,arts,Often (At least once a week),ChatGPT,Yes
Ayaan Joshi,Anna Univ.,20,science,Never,Bing AI,Yes
Lakshmi Kumar,Univ. Of Delhi,21,science,Often (At least once a week),Midjourney,No
Saanvi Reddy,Univ. Of Delhi,25,science,Never,Research Rabbit,Yes
Ishaan Rao,Jadavpur Univ.,21,others,Never,Research Rabbit,No
Saanvi Rao,Anna Univ.,22,arts,Never,Research Rabbit,Yes
Ira Iyer,VIT(Vellore),22,science,Sometimes (At least once a month),Bing AI,No
Aditya Verma,Manipal Univ.,20,science,Rarely (A few times a semester at most),Midjourney,No
Arjun Patel,IIsc,19,science,Often (At least once a week),ChatGPT,No
Arjun Verma,Univ. Of Delhi,22,commerce,Often (At least once a week),Others,Yes
Reyansh Joshi,IIsc,19,others,Never,Others,No
Reyansh Verma,Anna Univ.,24,others,Rarely (A few times a semester at most),Elicit,Yes
Krishna Desai,Anna Univ.,23,arts,Rarely (A few times a semester at most),Midjourney,Yes
Ira Singh,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Others,Yes
Ayaan Verma,Univ. Of Delhi,19,others,Never,Research Rabbit,Yes
Ishaan Verma,Jadavpur Univ.,21,commerce,Never,Research Rabbit,No
Vivaan Mehta,Anna Univ.,19,arts,Rarely (A few times a semester at most),Midjourney,Yes
Aarav Verma,IIsc,24,others,Often (At least once a week),ChatGPT,Yes
Pihu Singh,Univ. Of Delhi,19,arts,Never,ChatGPT,No
Anika Mehta,IIsc,19,science,Rarely (A few times a semester at most),Others,Yes
Ananya Joshi,Anna Univ.,23,science,Never,Grammarly,No
Ishaan Desai,Anna Univ.,23,arts,Often (At least once a week),Midjourney,No
Diya Singh,Univ. Of Delhi,22,science,Rarely (A few times a semester at most),Midjourney,No
Arjun Das,Univ. Of Delhi,21,science,Never,Research Rabbit,Yes
Aarav Kapoor,Jadavpur Univ.,19,science,Often (At least once a week),Grammarly,Yes
Saanvi Bose,Anna Univ.,19,others,Sometimes (At least once a month),DALL-E,No
Saanvi Naidu,VIT(Vellore),20,arts,Rarely (A few times a semester at most),Others,No
Ananya Mehta,Manipal Univ.,18,science,Rarely (A few times a semester at most),ChatGPT,Yes
Shanaya Mishra,IIsc,24,science,Rarely (A few times a semester at most),Midjourney,No
Ishaan Mishra,Univ. Of Delhi,24,science,Sometimes (At least once a month),Grammarly,No
Arjun Iyer,IIsc,22,commerce,Often (At least once a week),Elicit,No
Diya Desai,Anna Univ.,18,others,Often (At least once a week),DALL-E,No
Ira Naidu,Anna Univ.,24,others,Often (At least once a week),Research Rabbit,No
Anika Patel,Univ. Of Delhi,19,arts,Sometimes (At least once a month),Research Rabbit,No
Ayaan Desai,Univ. Of Delhi,24,commerce,Never,Midjourney,Yes
Vivaan Sharma,Jadavpur Univ.,23,science,Often (At least once a week),Grammarly,No
Ayaan Desai,Anna Univ.,22,science,Never,Others,No
Vivaan Chopra,IIsc,19,others,Never,Midjourney,No
Aditya Verma,Univ. Of Delhi,24,commerce,Sometimes (At least once a month),Grammarly,No
Reyansh Joshi,IIsc,19,commerce,Sometimes (At least once a month),Bing AI,Yes
Saanvi Singh,Anna Univ.,22,arts,Rarely (A few times a semester at most),ChatGPT,No
Shanaya Kumar,Anna Univ.,18,others,Rarely (A few times a semester at most),Elicit,No
Vivaan Desai,Univ. Of Delhi,22,commerce,Rarely (A few times a semester at most),DALL-E,Yes
Vivaan Iyer,Univ. Of Delhi,25,arts,Sometimes (At least once a month),Research Rabbit,No
Ayaan Mehta,Jadavpur Univ.,23,others,Sometimes (At least once a month),Grammarly,Yes
Anika Singh,Anna Univ.,23,arts,Often (At least once a week),Midjourney,No
Ananya Nair,VIT(Vellore),22,science,Rarely (A few times a semester at most),Grammarly,Yes
Shanaya Desai,Manipal Univ.,19,science,Often (At least once a week),Others,No
Vihaan Chopra,IIsc,19,arts,Rarely (A few times a semester at most),Bing AI,No
Pihu Patel,Univ. Of Delhi,18,science,Never,DALL-E,No
Ishaan Nair,IIsc,22,science,Rarely (A few times a semester at most),Elicit,No
Diya Desai,Anna Univ.,25,science,Often (At least once a week),Midjourney,No
Aadhya Iyer,Anna Univ.,18,others,Rarely (A few times a semester at most),Midjourney,No
Sai Reddy,Univ. Of Delhi,23,arts,Sometimes (At least once a month),DALL-E,No
Aarav Naidu,Univ. Of Delhi,23,science,Never,ChatGPT,Yes
Lakshmi Chopra,Jadavpur Univ.,18,science,Sometimes (At least once a month),Research Rabbit,No
Shanaya Chopra,Anna Univ.,24,science,Rarely (A few times a semester at most),Bing AI,Yes
Saanvi Joshi,Univ. Of Delhi,25,commerce,Rarely (A few times a semester at most),Midjourney,Yes
Pihu Singh,Univ. Of Delhi,18,others,Never,Others,No
Sai Reddy,Jadavpur Univ.,24,others,Rarely (A few times a semester at most),Bing AI,No
Aarohi Mishra,Anna Univ.,19,arts,Never,Grammarly,Yes
Vihaan Desai,IIsc,21,commerce,Often (At least once a week),Elicit,Yes
Pihu Mishra,Univ. Of Delhi,25,science,Often (At least once a week),Others,Yes
Aarav Singh,IIsc,19,science,Never,DALL-E,No
Aarav Verma,Anna Univ.,20,others,Sometimes (At least once a month),Grammarly,No
Reyansh Patel,Anna Univ.,24,commerce,Often (At least once a week),ChatGPT,Yes
Ira Bose,Univ. Of Delhi,25,commerce,Sometimes (At least once a month),ChatGPT,Yes
Aarohi Mehta,Univ. Of Delhi,24,arts,Never,ChatGPT,No
Aarohi Iyer,Jadavpur Univ.,18,others,Sometimes (At least once a month),Others,No
Reyansh Patel,Anna Univ.,19,commerce,Sometimes (At least once a month),Elicit,No
Diya Verma,VIT(Vellore),21,arts,Rarely (A few times a semester at most),Elicit,Yes
Aditya Sharma,Manipal Univ.,22,others,Sometimes (At least once a month),Elicit,No
Reyansh Kapoor,IIsc,23,arts,Rarely (A few times a semester at most),Research Rabbit,Yes
Saanvi Sharma,Univ. Of Delhi,20,science,Never,Others,No
Diya Nair,IIsc,19,science,Often (At least once a week),ChatGPT,No
Aadhya Mishra,Anna Univ.,22,arts,Sometimes (At least once a month),Research Rabbit,No
Reyansh Kapoor,Anna Univ.,21,science,Rarely (A few times a semester at most),Others,No
Arjun Desai,Univ. Of Delhi,18,science,Rarely (A few times a semester at most),ChatGPT,No
Krishna Kapoor,Univ. Of Delhi,23,science,Sometimes (At least once a month),Midjourney,No
Ayaan Joshi,Jadavpur Univ.,23,others,Sometimes (At least once a month),Grammarly,Yes
Anika Rao,Anna Univ.,24,arts,Never,Grammarly,Yes
Aditya Mishra,Univ. Of Delhi,19,science,Rarely (A few times a semester at most),ChatGPT,No
Aadhya Nair,Univ. Of Delhi,20,science,Often (At least once a week),Midjourney,Yes
Shanaya Chopra,Jadavpur Univ.,18,science,Rarely (A few times a semester at most),Elicit,Yes
Aarohi Patel,Anna Univ.,20,commerce,Rarely (A few times a semester at most),ChatGPT,No
Krishna Singh,IIsc,24,others,Sometimes (At least once a month),Grammarly,No
Ayaan Iyer,Univ. Of Delhi,21,others,Often (At least once a week),Grammarly,No
Aadhya Sharma,IIsc,19,arts,Sometimes (At least once a month),Elicit,Yes
Vihaan Reddy,Anna Univ.,23,arts,Sometimes (At least once a month),Elicit,Yes
Anika Verma,Anna Univ.,20,others,Never,ChatGPT,Yes
Ishaan Naidu,Univ. Of Delhi,22,commerce,Never,Grammarly,Yes
Lakshmi Desai,Univ. Of Delhi,22,arts,Never,Research Rabbit,Yes
Aadhya Iyer,Jadavpur Univ.,23,others,Sometimes (At least once a month),Grammarly,Yes
Pihu Joshi,Anna Univ.,23,arts,Never,Elicit,Yes
Pihu Mishra,VIT(Vellore),24,science,Often (At least once a week),Others,No
Aditya Sharma,Manipal Univ.,23,science,Sometimes (At least once a month),Elicit,No
Anika Naidu,IIsc,22,arts,Never,DALL-E,Yes
Ayaan Chopra,Univ. Of Delhi,18,science,Never,ChatGPT,Yes
Anika Singh,IIsc,21,science,Often (At least once a week),Bing AI,Yes
Reyansh Sharma,Anna Univ.,19,science,Sometimes (At least once a month),Elicit,No
Aadhya Pandey,Anna Univ.,19,others,Rarely (A few times a semester at most),DALL-E,No
Sai Sharma,Univ. Of Delhi,19,arts,Never,Midjourney,No
Ananya Naidu,Univ. Of Delhi,24,science,Sometimes (At least once a month),DALL-E,Yes
Reyansh Singh,Jadavpur Univ.,20,science,Rarely (A few times a semester at most),Grammarly,No
Shanaya Gupta,Anna Univ.,22,science,Rarely (A few times a semester at most),Midjourney,No
Krishna Bose,Univ. Of Delhi,18,commerce,Rarely (A few times a semester at most),Elicit,No
Vivaan Kumar,Univ. Of Delhi,25,others,Sometimes (At least once a month),ChatGPT,Yes
Lakshmi Patel,Jadavpur Univ.,23,others,Often (At least once a week),ChatGPT,Yes
Vihaan Das,Anna Univ.,20,arts,Rarely (A few times a semester at most),DALL-E,Yes
Reyansh Das,IIsc,23,commerce,Often (At least once a week),Research Rabbit,No
Ananya Joshi,Univ. Of Delhi,18,science,Never,DALL-E,Yes
Ayaan Gupta,IIsc,19,science,Sometimes (At least once a month),Research Rabbit,Yes
Reyansh Gupta,Anna Univ.,21,others,Rarely (A few times a semester at most),Elicit,No
Pihu Gupta,Anna Univ.,18,commerce,Often (At least once a week),DALL-E,Yes
Pihu Sharma,Univ. Of Delhi,19,commerce,Often (At least once a week),DALL-E,Yes
Ishaan Joshi,Univ. Of Delhi,19,arts,Sometimes (At least once a month),DALL-E,No
Reyansh Rao,Jadavpur Univ.,20,others,Rarely (A few times a semester at most),DALL-E,Yes
Sai Desai,Anna Univ.,24,commerce,Rarely (A few times a semester at most),Midjourney,No
Ishaan Reddy,VIT(Vellore),25,arts,Sometimes (At least once a month),Grammarly,Yes
Aditya Nair,Manipal Univ.,18,others,Never,Elicit,Yes
Aditya Kapoor,IIsc,23,arts,Rarely (A few times a semester at most),Grammarly,Yes
Ishaan Pandey,Univ. Of Delhi,19,science,Rarely (A few times a semester at most),DALL-E,No
Aarav Desai,IIsc,22,science,Often (At least once a week),ChatGPT,No
Anika Pandey,Anna Univ.,20,arts,Sometimes (At least once a month),Others,No
Sai Joshi,Anna Univ.,20,science,Sometimes (At least once a month),ChatGPT,Yes
Pihu Mehta,Univ. Of Delhi,19,science,Often (At least once a week),Research Rabbit,No
Diya Sharma,Univ. Of Delhi,21,science,Never,Bing AI,Yes
Ayaan Iyer,Jadavpur Univ.,20,others,Often (At least once a week),Midjourney,Yes
Sai Reddy,Anna Univ.,23,arts,Rarely (A few times a semester at most),Research Rabbit,No
Aditya Joshi,Univ. Of Delhi,23,science,Rarely (A few times a semester at most),DALL-E,No
Ira Mishra,Univ. Of Delhi,18,science,Never,Research Rabbit,Yes
Aditya Nair,Jadavpur Univ.,24,science,Often (At least once a week),Elicit,No
Aditya Das,Anna Univ.,22,commerce,Never,Others,No
Sai Kapoor,IIsc,25,others,Often (At least once a week),Midjourney,Yes
Ira Bose,Univ. Of Delhi,25,others,Rarely (A few times a semester at most),Elicit,Yes
Pihu Pandey,IIsc,23,arts,Rarely (A few times a semester at most),DALL-E,Yes
Saanvi Mehta,Anna Univ.,20,commerce,Sometimes (At least once a month),DALL-E,No
Ayaan Verma,Anna Univ.,25,science,Never,Midjourney,Yes
Anika Chopra,Univ. Of Delhi,21,science,Never,DALL-E,Yes
Aadhya Das,Univ. Of Delhi,22,others,Never,Elicit,No
Aarav Sharma,Jadavpur Univ.,24,commerce,Never,Grammarly,Yes
Aadhya Bose,Anna Univ.,25,commerce,Never,Elicit,Yes
Aarav Joshi,VIT(Vellore),24,arts,Rarely (A few times a semester at most),Bing AI,Yes
Shanaya Naidu,Manipal Univ.,25,others,Never,Grammarly,No
Aarohi Iyer,IIsc,23,commerce,Often (At least once a week),Midjourney,No
Reyansh Mehta,Univ. Of Delhi,20,arts,Often (At least once a week),ChatGPT,Yes
Aadhya Kumar,IIsc,19,others,Sometimes (At least once a month),Elicit,Yes
Anika Das,Anna Univ.,24,arts,Sometimes (At least once a month),Elicit,Yes
Aadhya Das,Anna Univ.,21,science,Never,Research Rabbit,No
Anika Patel,Univ. Of Delhi,24,science,Sometimes (At least once a month),Midjourney,No
Shanaya Sharma,Univ. Of Delhi,23,arts,Never,Research Rabbit,Yes
Vihaan Gupta,Jadavpur Univ.,18,science,Sometimes (At least once a month),Bing AI,No
Lakshmi Singh,Anna Univ.,25,science,Sometimes (At least once a month),Others,Yes
Ayaan Verma,Univ. Of Delhi,22,science,Often (At least once a week),DALL-E,No
Aadhya Pandey,Univ. Of Delhi,25,others,Rarely (A few times a semester at most),Bing AI,No
Ira Mehta,Jadavpur Univ.,22,arts,Sometimes (At least once a month),DALL-E,Yes
Ira Kumar,Anna Univ.,24,science,Never,Midjourney,Yes
Pihu Kapoor,IIsc,25,science,Sometimes (At least once a month),Research Rabbit,No
Vivaan Sharma,Univ. Of Delhi,21,science,Rarely (A few times a semester at most),Others,Yes
Anika Pandey,IIsc,19,commerce,Rarely (A few times a semester at most),Bing AI,Yes
Vivaan Sharma,Anna Univ.,19,others,Rarely (A few times a semester at most),DALL-E,No
Ishaan Gupta,Anna Univ.,20,others,Often (At least once a week),ChatGPT,Yes
Pihu Reddy,Univ. Of Delhi,19,arts,Often (At least once a week),Others,No
Sai Mehta,Univ. Of Delhi,23,others,Never,Grammarly,No
Ayaan Das,Jadavpur Univ.,21,commerce,Sometimes (At least once a month),Elicit,No
Ayaan Nair,Anna Univ.,25,arts,Often (At least once a week),Others,No
Sai Rao,VIT(Vellore),25,others,Often (At least once a week),Others,Yes
Vivaan Sharma,Manipal Univ.,19,arts,Rarely (A few times a semester at most),DALL-E,Yes
Ayaan Gupta,IIsc,21,science,Never,Elicit,No
Ishaan Rao,Univ. Of Delhi,23,science,Sometimes (At least once a month),Midjourney,No
Reyansh Mehta,IIsc,24,arts,Often (At least once a week),ChatGPT,No
